RepeFonct,ElemSys,LibOccur,LineRev,ComponentKind,Contrat,Type,Manufact,ActuKind,ActuRef,PSU_ECS1,PSU_Volt1,CompartAlloc,t_CloseReq,ValvFailSfPositn,SGApp
-DCL5509RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5510RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5511RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5512RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5513RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5514RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5515RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5516RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5517RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5518RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5519RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5520RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5522RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5523RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5543RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5548RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5556RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5558RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5559RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5560RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5561RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5562RA-,-DCL,BAL DMPR HLB2631ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL5565RA-,-DCL,BAL DMPR MCR,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6101RA-,-DCL,BAL DMPR HLC2634ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6102RA-,-DCL,BAL DMPR HLC2635ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6103RA-,-DCL,BAL DMPR HLC2635ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6105RA-,-DCL,BAL DMPR HLC2638ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6106RA-,-DCL,BAL DMPR HLC2630ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6107RA-,-DCL,BAL DMPR HLC2632ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6108RA-,-DCL,BAL DMPR HLB2620ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6110RA-,-DCL,BAL DMPR HLB2615ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6111RA-,-DCL,BAL DMPR HLC2638ZL,I.4,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6112RA-,-DCL,BAL DMPR HLC2620ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6113RA-,-DCL,BAL DMPR HLC2638ZL,I.3,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6115RA-,-DCL,BAL DMPR HLC2638ZL,I.4,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6116RA-,-DCL,BAL DMPR HLB2615ZL,I.4,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6117RA-,-DCL,BAL DMPR HLB2615ZL,I.4,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6130RA-,-DCL,ISL DMPR HLC2630ZL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DCL6130RAM,-DCL,ISL DMPR MTR HLC2630ZL,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LLC1201TB-,400,-LLC325AJC-,null,No,-
-DCL6131RA-,-DCL,ISL DMPR HLC2620ZL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DCL6131RAM,-DCL,ISL DMPR MTR HLC2620ZL,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LLC1201TB-,400,-LLC331AJC-,null,No,-
-DCL6132RA-,-DCL,ISL DMPR HLB2620ZL,I.3,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DCL6132RAM,-DCL,ISL DMPR MTR HLB2620ZL,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LLV1201TB-,400,-LLV127AJC-,null,No,-
-DCL6180RA-,-DCL,ISL DMPR 1 EXH LN,I.2,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DCL6180RAM,-DCL,ISL DMPR MTR HLB1838ZL,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LVA1201TB-,400,-LVAD04AJC-,null,No,-
-DCL6182RA-,-DCL,ISL DMPR 2 EXH LN,I.2,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DCL6182RAM,-DCL,ISL DMPR MTR HLB1838ZL,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-LVD1201TB-,400,-LVD353AJC-,null,No,-
-DCL6186RA-,-DCL,BAL DMPR HLB3633ZL,I.2,Balancing Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL6188RA-,-DCL,NON RETURN DMPR HLB3633ZL,I.2,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL7102RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7103RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7105RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7106RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7111RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7113RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7121RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7123RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7131RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7133RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7141RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7143RA-,-DCL,FIRE DMPR HLB2621SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7171RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7181RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7183RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7184RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7188RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7189RA-,-DCL,FIRE DMPR HLB2621SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7203RA-,-DCL,FIRE DMPR HLB2622SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7204RA-,-DCL,FIRE DMPR HLB2622SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7268RA-,-DCL,FIRE DMPR HLB2622SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7303RA-,-DCL,FIRE DMPR HLC2631SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7304RA-,-DCL,FIRE DMPR HLC2631SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7391RA-,-DCL,FIRE DMPR HLC2631SFS,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7401RA-,-DCL,FIRE DMPR HLC2621SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7402RA-,-DCL,FIRE DMPR HLC2621SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7403RA-,-DCL,FIRE DMPR HLC2621SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7601RA-,-DCL,FIRE DMPR HLB3121SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7644RA-,-DCL,FIRE DMPR HLB3121SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7650RA-,-DCL,FIRE DMPR HLB3121SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7661RA-,-DCL,FIRE DMPR HLB3121SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7662RA-,-DCL,FIRE DMPR HLB3121SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7701RA-,-DCL,FIRE DMPR HLB3111SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7744RA-,-DCL,FIRE DMPR HLB3111SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7750RA-,-DCL,FIRE DMPR HLB3111SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7761RA-,-DCL,FIRE DMPR HLB3111SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7762RA-,-DCL,FIRE DMPR HLB3111SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7801RA-,-DCL,FIRE DMPR HLC3141SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7844RA-,-DCL,FIRE DMPR HLC3141SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7850RA-,-DCL,FIRE DMPR HLC3141SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7861RA-,-DCL,FIRE DMPR HLC3141SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7862RA-,-DCL,FIRE DMPR HLC3141SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7901RA-,-DCL,FIRE DMPR HLC3131SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7944RA-,-DCL,FIRE DMPR HLC3131SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7950RA-,-DCL,FIRE DMPR HLC3131SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7961RA-,-DCL,FIRE DMPR HLC3131SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL7962RA-,-DCL,FIRE DMPR HLC3131SFS,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8172RA-,-DCL,FIRE DMPR HLB2621SFA,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8248RA-,-DCL,FIRE DMPR HLC2631SFA,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8249RA-,-DCL,FIRE DMPR HLC2631SFA,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8273RA-,-DCL,FIRE DMPR HLC2631SFA,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8301RA-,-DCL,FIRE DMPR HLC2631SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8302RA-,-DCL,FIRE DMPR HLC2631SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8303RA-,-DCL,FIRE DMPR HLC2631SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8401RA-,-DCL,FIRE DMPR HLC2631SFI,I.3,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8501RA-,-DCL,FIRE DMPR HLB1422SFI,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL8502RA-,-DCL,FIRE DMPR HLB1422SFI,I.2,Fire Damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-04-1
-DCL9101RA-,-DCL,NON RETURN DMPR LCUm1,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9111RA-,-DCL,NON RETURN DMPR LCUb1,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9201RA-,-DCL,NON RETURN DMPR LCUb2,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9211RA-,-DCL,NON RETURN DMPR LCUb2,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9301RA-,-DCL,NON RETURN DMPR LCUm3,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9311RA-,-DCL,NON RETURN DMPR LCUb3,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9401RA-,-DCL,NON RETURN DMPR LCUm4,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DCL9411RA-,-DCL,NON RETURN DMPR LCUb4,I.3,Non return damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1112RA-,-DFL,SHEVS.Smk.Ctrl.HLA1826ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1114RA-,-DFL,SHEVS.Smk.Ctrl.HLA1827ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1116RA-,-DFL,SHEVS.Smk.Ctrl.HLA1826ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1118RA-,-DFL,SHEVS.Smk.Ctrl.HLA1824ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1120RA-,-DFL,SHEVS.Smk.Ctrl.HLA1827ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1122RA-,-DFL,SHEVS.Smk.Ctrl.HLA1824ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1124RA-,-DFL,SHEVS.Smk.Ctrl.HLA1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1128RA-,-DFL,SHEVS.Smk.Ctrl.HLA1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1132RA-,-DFL,SHEVS.Smk.Ctrl.HLA1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1154RA-,-DFL,SHEVS.Exh.Isol.HLA2238ZL,I.4,Motorized isolation damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-02-1
-DFL1154RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2110TB-,400,[NE],null,No,-
-DFL1210RA-,-DFL,SHEVS.Exh.Isol.HLB3136ZL,I.1,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DFL1210RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2710TB-,400,[NE],null,No,-
-DFL1212RA-,-DFL,SHEVS.Smk.Ctrl.HLB3136ZL,I.2,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1230RA-,-DFL,SHEVS.Smk.Ctrl.HLB1802ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1233RA-,-DFL,SHEVS.Smk.Ctrl.HLB1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1234RA-,-DFL,SHEVS.Smk.Ctrl.HLB1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1238RA-,-DFL,SHEVS.Smk.Ctrl.HLB1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1242RA-,-DFL,SHEVS.Smk.Ctrl.HLB1820ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1246RA-,-DFL,SHEVS.Smk.Ctrl.HLB1820ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1264RA-,-DFL,SHEVS.Exh.Isol.HLB3133ZL,I.2,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DFL1264RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2710TB-,400,[NE],null,No,-
-DFL1330RA-,-DFL,SHEVS.Smk.Ctrl.HLC1802ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1333RA-,-DFL,SHEVS.Smk.Ctrl.HLC1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1334RA-,-DFL,SHEVS.Smk.Ctrl.HLC1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1338RA-,-DFL,SHEVS.Smk.Ctrl.HLC1804ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1342RA-,-DFL,SHEVS.Smk.Ctrl.HLC1820ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1346RA-,-DFL,SHEVS.Smk.Ctrl.HLC1820ZL,I.3,Smoke relief damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-01-1
-DFL1364RA-,-DFL,SHEVS.Exh.Isol.HLC3133ZL,I.2,Motorized isolation damper,/HK2721,DAMPER,"",null,"",null,[NE],null,[NE],[NE],SG41-02-1
-DFL1364RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2310TB-,400,[NE],null,No,-
-DFL1412RA-,-DFL,SHEVS.Smk.Ctrl.HLD1826ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1414RA-,-DFL,SHEVS.Smk.Ctrl.HLD1827ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1416RA-,-DFL,SHEVS.Smk.Ctrl.HLD1826ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1418RA-,-DFL,SHEVS.Smk.Ctrl.HLD1824ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1420RA-,-DFL,SHEVS.Smk.Ctrl.HLD1827ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1422RA-,-DFL,SHEVS.Smk.Ctrl.HLD1824ZL,I.4,Smoke relief damper,/HK2721,DAMPER,FLAMGARD,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1424RA-,-DFL,SHEVS.Smk.Ctrl.HLD1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1428RA-,-DFL,SHEVS.Smk.Ctrl.HLD1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1432RA-,-DFL,SHEVS.Smk.Ctrl.HLD1825ZL,I.4,Smoke relief damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-01-1
-DFL1454RA-,-DFL,SHEVS.Exh.Isol.HLD4332ZL,I.4,Motorized isolation damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-02-1
-DFL1454RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2410TB-,400,[NE],null,No,-
-DFL2108RA-,-DFL,PDSC.Intk.Isol.HLA4320ZL,I.4,Motorized isolation damper,/HK2721,DAMPER,NUVIA,null,[NE],null,[NE],null,[NE],[NE],SG41-02-1
-DFL2108RAM,-DFL,ID Actuator,I.4,null,/HK2721,ELECTRICAL ACTUATOR,null,Isolation Damper,null,-DFL2110TB-,400,[NE],null,No,-
